"ratID","des_days","muscle","cycle","data"
"rat22",1,"RF",67,3.30838844022516
"rat22",1,"RF",68,3.36722671632176
"rat22",1,"RF",69,4.03571214874601
"rat22",1,"RF",72,3.45277019438143
"rat22",1,"RF",73,3.86351345561381
"rat22",1,"RF",76,3.24988496685547
"rat22",1,"RF",77,3.62560001619114
"rat22",1,"RF",78,3.61047620257763
"rat22",1,"RF",79,3.70066218150377
"rat22",1,"RF",80,3.2199586375079
"rat22",1,"RF",82,2.71510639392698
"rat22",1,"RF",83,3.02831811521919
"rat22",9,"RF",1,3.09390064117454
"rat22",9,"RF",4,1.18894750789054
"rat22",9,"RF",5,2.83093550858837
"rat22",9,"RF",7,3.31244016740327
"rat22",9,"RF",8,3.71070711701949
"rat22",9,"RF",9,2.32082412260111
"rat22",9,"RF",10,2.36674880638974
"rat22",9,"RF",11,2.80584871545783
"rat22",9,"RF",13,2.13548376779808
"rat22",9,"RF",14,3.08229971339825
"rat22",9,"RF",20,4.14485948021934
"rat22",9,"RF",23,3.05525536365428
"rat22",9,"RF",24,3.93321857749286
"rat22",9,"RF",25,2.65175162067681
"rat22",9,"RF",26,2.09697801809743
"rat22",9,"RF",27,2.88375084905455
"rat22",9,"RF",28,4.0787185162155
"rat22",9,"RF",29,2.94628980821845
"rat22",9,"RF",30,3.61046315269138
"rat22",9,"RF",31,3.89804029183367
"rat22",9,"RF",34,2.65095967847245
"rat22",9,"RF",37,2.08769475163132
"rat22",9,"RF",39,2.39230862593939
"rat22",9,"RF",40,3.19345812024288
"rat22",9,"RF",41,1.83353176971826
"rat22",9,"RF",42,1.8455435351461
"rat22",9,"RF",44,1.26253606762237
"rat22",9,"RF",45,2.97277753528039
"rat22",9,"RF",48,3.29839199955383
"rat22",9,"RF",49,2.54416171392676
"rat22",9,"RF",50,1.38617419601823
"rat22",9,"RF",51,2.51501268543096
"rat22",9,"RF",52,3.69968754642868
"rat22",9,"RF",53,2.83553815890024
"rat22",9,"RF",54,3.41094272982363
"rat22",9,"RF",55,1.83000880812313
"rat22",9,"RF",56,3.83238677234002
"rat22",9,"RF",57,1.84113570153191
"rat22",9,"RF",60,2.07676659854226
"rat22",9,"RF",61,3.93638551144701
"rat22",9,"RF",62,1.92855749590943
"rat22",9,"RF",64,2.76672780799762
"rat22",9,"RF",66,1.11660521305533
"rat22",9,"RF",67,2.11173606508234
"rat22",9,"RF",68,2.87837183467116
"rat22",9,"RF",69,1.16932498929883
"rat22",9,"RF",70,3.07305577257142
"rat22",9,"RF",71,2.70153962618476
"rat22",9,"RF",72,0.519141170747582
"rat22",9,"RF",73,1.8690596696804
"rat22",9,"RF",76,1.60487205559446
"rat22",9,"RF",77,1.70038172077493
"rat22",9,"RF",78,0.915401419478759
"rat22",9,"RF",79,2.65908661009084
"rat22",9,"RF",80,2.78440997060171
"rat22",9,"RF",81,3.02703990774756
"rat22",9,"RF",82,3.53772651128409
"rat22",9,"RF",83,2.51072614699455
"rat22",9,"RF",85,2.44274488280271
"rat22",9,"RF",86,2.61433902937061
"rat22",9,"RF",87,2.72895637813441
"rat22",9,"RF",88,3.56687241861509
"rat22",9,"RF",89,2.53832785044999
"rat22",9,"RF",90,2.77801332075447
"rat22",9,"RF",91,2.74370379887839
"rat22",9,"RF",92,2.08830666586782
"rat22",9,"RF",93,3.96045642082788
"rat22",9,"RF",95,2.84009902728745
"rat22",9,"RF",96,2.72974144223918
"rat24",-1,"RF",1,0.763291557207784
"rat24",-1,"RF",2,1.0052907473231
"rat24",-1,"RF",3,0.994636780906406
"rat24",-1,"RF",4,1.72329196121965
"rat24",-1,"RF",5,0.767273544516005
"rat24",-1,"RF",6,0.847699162266474
"rat24",-1,"RF",7,0.544208786817196
"rat24",-1,"RF",8,0.659127818560124
"rat24",-1,"RF",9,1.11602691895484
"rat24",-1,"RF",14,0.826105209559553
"rat24",-1,"RF",15,0.604531359888388
"rat24",-1,"RF",16,0.923003220280951
"rat24",-1,"RF",17,0.555413013316604
"rat24",-1,"RF",18,1.33254326475207
"rat24",-1,"RF",19,0.509217642749738
"rat24",-1,"RF",20,0.663320457351144
"rat24",-1,"RF",22,0.705103149048632
"rat24",-1,"RF",23,1.04849494718061
"rat24",-1,"RF",24,0.779411388334547
"rat24",-1,"RF",27,0.98377008465142
"rat24",-1,"RF",28,1.34049377928485
"rat24",-1,"RF",30,0.765964900588925
"rat24",-1,"RF",31,1.17549835711729
"rat24",-1,"RF",32,0.617481627696981
"rat24",-1,"RF",34,0.858288699944664
"rat24",-1,"RF",35,1.06965331888585
"rat24",-1,"RF",37,1.22640835716079
"rat24",-1,"RF",40,1.07953991614192
"rat24",-1,"RF",41,0.963271408474321
"rat24",-1,"RF",42,0.900952998244219
"rat24",-1,"RF",44,0.68012594386373
"rat24",-1,"RF",46,1.22081895394746
"rat24",-1,"RF",47,0.913165665789804
"rat24",-1,"RF",51,1.1509389801262
"rat24",-1,"RF",53,1.07046720725511
"rat24",-1,"RF",54,1.35527888480415
"rat24",-1,"RF",55,1.13350034889742
"rat24",-1,"RF",56,1.63793464831826
"rat24",-1,"RF",57,0.834741538855091
"rat24",-1,"RF",58,0.811719860809814
"rat24",-1,"RF",59,1.29702435565657
"rat24",-1,"RF",60,0.563472452419521
"rat24",-1,"RF",61,0.869810372611999
"rat24",-1,"RF",65,1.18693420068232
"rat24",-1,"RF",66,1.09309774326784
"rat24",-1,"RF",67,1.39692594681451
"rat24",-1,"RF",70,1.35003142486821
"rat24",-1,"RF",73,0.975518297637887
"rat24",-1,"RF",75,1.06909380910354
"rat24",-1,"RF",76,0.924022291210605
"rat24",-1,"RF",79,0.72634906724931
"rat24",-1,"RF",81,1.84334814839929
"rat24",-1,"RF",87,0.624877201980845
"rat24",-1,"RF",88,2.84350489426461
"rat24",-1,"RF",90,0.996697312537784
"rat24",-1,"RF",92,1.25310338260055
"rat24",-1,"RF",95,1.31609489141158
"rat24",-1,"RF",97,1.2820341104798
"rat24",-1,"RF",98,1.13041663861935
"rat24",-1,"RF",100,0.972781693659155
"rat24",-1,"RF",102,1.20254737214868
"rat24",-1,"RF",103,0.873140044686602
"rat24",-1,"RF",107,1.24585428338797
"rat24",-1,"RF",108,1.71215446923991
"rat24",-1,"RF",109,1.01347247837664
"rat24",-1,"RF",110,0.634865574182254
