"ratID","des_days","feature","cycle","data"
"rat24",-1,"percentage_stance",38,0.657534246575341
"rat24",-1,"percentage_stance",62,0.560000000000002
"rat24",-1,"percentage_stance",63,0.797101449275365
"rat24",-1,"percentage_stance",77,0.686274509803931
"rat24",-1,"percentage_stance",78,0.863157894736845
"rat24",-1,"percentage_stance",84,0.565217391304367
"rat24",-1,"percentage_stance",85,0.723404255319158
"rat24",-1,"percentage_stance",86,0.839999999999994
"rat24",14,"percentage_stance",2,0.615384615384616
"rat24",14,"percentage_stance",3,0.833333333333335
"rat24",14,"percentage_stance",4,0.722222222222219
"rat24",14,"percentage_stance",5,0.814285714285713
"rat24",14,"percentage_stance",6,0.800000000000001
"rat24",14,"percentage_stance",23,0.595744680851053
"rat24",14,"percentage_stance",24,0.779661016949159
"rat24",14,"percentage_stance",28,0.736111111111114
"rat24",14,"percentage_stance",33,0.764705882352928
"rat24",14,"percentage_stance",34,0.71428571428571
"rat24",14,"percentage_stance",44,0.780000000000001
"rat24",14,"percentage_stance",48,0.776315789473684
"rat24",14,"percentage_stance",52,0.659855257556403
"rat24",14,"percentage_stance",53,0.763954457095246
"rat24",14,"percentage_stance",59,0.857142857142857
"rat24",14,"percentage_stance",63,0.705882352941196
"rat24",14,"percentage_stance",64,0.812499999999994
"rat24",14,"percentage_stance",65,0.70786516853932
"rat24",14,"percentage_stance",66,0.750000000000009
"rat24",14,"percentage_stance",67,0.702127659574471
"rat24",14,"percentage_stance",68,0.756097560975587
"rat24",14,"percentage_stance",69,0.864197530864199
"rat24",14,"percentage_stance",76,0.653846153846148
"rat24",14,"percentage_stance",77,0.702702702702702
"rat24",14,"percentage_stance",78,0.70967741935483
"rat24",14,"percentage_stance",89,0.439024390243953
"rat24",14,"percentage_stance",99,0.75806451612906
"rat24",14,"percentage_stance",103,0.61666666666668
"rat24",14,"percentage_stance",104,0.560000000000002
"rat24",14,"percentage_stance",105,0.741176470588235
"rat24",14,"percentage_stance",106,0.729729729729748
"rat24",14,"percentage_stance",115,0.647058823529392
"rat24",14,"percentage_stance",116,0.848484848484873
"rat24",14,"percentage_stance",117,0.732394366197189
"rat24",14,"percentage_stance",118,0.684210526315824
"rat24",48,"percentage_stance",2,0.616666666666666
"rat24",48,"percentage_stance",3,0.545454545454545
"rat24",48,"percentage_stance",4,0.805194805194806
"rat24",48,"percentage_stance",5,0.532258064516129
"rat24",48,"percentage_stance",6,0.704225352112676
"rat24",48,"percentage_stance",7,0.759493670886076
"rat24",48,"percentage_stance",11,0.596774193548387
"rat24",48,"percentage_stance",15,0.75
"rat24",48,"percentage_stance",16,0.661538461538463
"rat24",48,"percentage_stance",21,0.611111111111109
"rat24",48,"percentage_stance",22,0.630434782608693
"rat24",48,"percentage_stance",23,0.745762711864403
"rat24",48,"percentage_stance",24,0.752808988764045
"rat24",48,"percentage_stance",27,0.690140845070425
"rat24",48,"percentage_stance",28,0.693333333333333
"rat24",48,"percentage_stance",29,0.557377049180328
"rat24",48,"percentage_stance",30,0.597222222222223
"rat24",48,"percentage_stance",31,0.623188405797105
"rat24",48,"percentage_stance",32,0.662162162162163
"rat24",48,"percentage_stance",33,0.593750000000001
"rat24",48,"percentage_stance",34,0.612903225806455
"rat24",48,"percentage_stance",35,0.681818181818181
"rat24",48,"percentage_stance",36,0.767123287671231
"rat24",48,"percentage_stance",37,0.672727272727274
"rat24",48,"percentage_stance",38,0.72340425531915
"rat24",48,"percentage_stance",45,0.673076923076922
"rat24",48,"percentage_stance",46,0.727272727272728
"rat24",48,"percentage_stance",47,0.80263157894737
"rat24",48,"percentage_stance",51,0.642857142857142
"rat24",48,"percentage_stance",52,0.787499999999999
"rat24",48,"percentage_stance",53,0.641791044776117
"rat24",48,"percentage_stance",54,0.666666666666663
"rat24",48,"percentage_stance",55,0.743902439024389
"rat24",48,"percentage_stance",56,0.596491228070181
"rat24",48,"percentage_stance",57,0.597014925373131
"rat24",48,"percentage_stance",58,0.777777777777779
"rat24",48,"percentage_stance",61,0.777777777777774
"rat24",48,"percentage_stance",62,0.603773584905668
"rat24",48,"percentage_stance",63,0.666666666666671
"rat24",48,"percentage_stance",64,0.672413793103443
"rat24",48,"percentage_stance",75,0.633802816901405
"rat24",48,"percentage_stance",76,0.490196078431381
"rat24",48,"percentage_stance",77,0.661290322580658
"rat24",48,"percentage_stance",78,0.625000000000008
"rat24",48,"percentage_stance",79,0.677419354838707
"rat24",48,"percentage_stance",85,0.499999999999985
"rat24",48,"percentage_stance",92,0.622222222222221
"rat24",48,"percentage_stance",105,0.553191489361684
"rat24",48,"percentage_stance",106,0.718750000000002
"rat24",48,"percentage_stance",110,0.650793650793658
"rat24",48,"percentage_stance",111,0.621212121212119
"rat24",48,"percentage_stance",112,0.714285714285711
"rat24",48,"percentage_stance",113,0.64556962025316
"rat24",48,"percentage_stance",114,0.630769230769242
"rat24",48,"percentage_stance",117,0.522727272727284
"rat24",48,"percentage_stance",118,0.747368421052638
"rat24",48,"percentage_stance",119,0.634615384615386
"rat24",48,"percentage_stance",120,0.600000000000014
"rat24",48,"percentage_stance",121,0.714285714285705
"rat24",48,"percentage_stance",122,0.599999999999985
"rat24",48,"percentage_stance",123,0.690140845070421
"rat24",48,"percentage_stance",124,0.588235294117636
"rat24",48,"percentage_stance",128,0.518518518518515
"rat24",48,"percentage_stance",129,0.679999999999988
"rat24",48,"percentage_stance",130,0.655172413793098
"rat24",48,"percentage_stance",131,0.689189189189182
"rat24",48,"percentage_stance",135,0.693333333333328
"rat24",48,"percentage_stance",136,0.622641509433958
"rat24",48,"percentage_stance",137,0.714285714285711
"rat24",48,"percentage_stance",138,0.596774193548381
"rat24",48,"percentage_stance",139,0.626865671641792
"rat24",48,"percentage_stance",140,0.666666666666674
"rat24",48,"percentage_stance",145,0.652173913043492
"rat24",48,"percentage_stance",149,0.672727272727284
"rat24",48,"percentage_stance",152,0.637931034482753
"rat24",48,"percentage_stance",153,0.773333333333331
"rat24",48,"percentage_stance",154,0.614035087719296
"rat24",48,"percentage_stance",157,0.599999999999994
"rat25",-1,"percentage_stance",1,0.510638297872361
"rat25",-1,"percentage_stance",2,0.655172413793106
"rat25",-1,"percentage_stance",3,0.734693877551027
"rat25",-1,"percentage_stance",4,0.790322580645147
"rat25",-1,"percentage_stance",5,0.653061224489789
"rat25",-1,"percentage_stance",6,0.803030303030309
"rat25",-1,"percentage_stance",7,0.590909090909095
"rat25",-1,"percentage_stance",8,0.66101694915254
"rat25",-1,"percentage_stance",9,0.689655172413805
"rat25",-1,"percentage_stance",10,0.732394366197189
"rat25",-1,"percentage_stance",11,0.645833333333352
"rat25",-1,"percentage_stance",12,0.721311475409856
"rat25",-1,"percentage_stance",13,0.74647887323943
"rat25",-1,"percentage_stance",14,0.659574468085113
"rat25",-1,"percentage_stance",15,0.725000000000005
"rat25",-1,"percentage_stance",16,0.730769230769221
"rat25",-1,"percentage_stance",17,0.666666666666657
