"ratID","des_days","joint","cycle","data"
"rat21",1,"ankle",55,77.238254621158
"rat21",1,"ankle",56,74.763220328018
"rat21",1,"ankle",59,61.8357907776802
"rat21",1,"ankle",60,81.8520098440394
"rat21",1,"ankle",62,77.5644189489802
"rat21",1,"ankle",64,73.859861220201
"rat21",1,"ankle",65,75.3769634669474
"rat21",1,"ankle",66,73.5836551664714
"rat21",1,"ankle",67,86.3860637565704
"rat21",1,"ankle",68,83.0417588370026
"rat21",1,"ankle",69,82.3263133011574
"rat21",1,"ankle",70,82.8473025981552
"rat21",1,"ankle",71,80.6105385094731
"rat21",1,"ankle",73,80.1521350462805
"rat21",1,"ankle",74,80.0082622114761
"rat21",1,"ankle",77,63.4556556863052
"rat21",1,"ankle",78,73.3213188415443
"rat21",1,"ankle",80,79.3689248561578
"rat21",1,"ankle",82,77.5764381899014
"rat21",1,"ankle",83,71.4775980142954
"rat21",1,"ankle",86,62.5833162425904
"rat21",45,"knee",1,34.3967552051887
"rat21",45,"knee",2,36.119956177328
"rat21",45,"knee",6,35.0284787672785
"rat21",45,"knee",7,33.8514011774091
"rat21",45,"knee",8,34.1127454229532
"rat21",45,"knee",10,30.3598594837616
"rat21",45,"knee",11,33.7521033863452
"rat21",45,"knee",12,33.7336453797597
"rat21",45,"knee",13,37.0145625927166
"rat21",45,"knee",14,35.5737212360752
"rat21",45,"knee",15,33.3829823971401
"rat21",45,"knee",17,31.1961258835338
"rat21",45,"knee",18,34.532967309455
"rat21",45,"knee",20,33.9358556756463
"rat21",45,"knee",21,32.4092991714972
"rat21",45,"knee",22,31.6861970236108
"rat21",45,"knee",23,29.7791576976909
"rat21",45,"knee",24,31.1553203968547
"rat21",45,"knee",27,31.7328806091355
"rat21",45,"knee",28,29.1771695450808
"rat21",45,"knee",29,33.215672349483
"rat21",45,"knee",30,31.4844584133285
"rat21",45,"knee",31,34.7778966649405
"rat21",45,"knee",32,33.8900892167005
"rat21",45,"knee",33,31.3767226520103
"rat21",45,"knee",35,34.0397454885465
"rat21",45,"knee",36,35.8808272720076
"rat21",45,"knee",37,33.1441514431744
"rat21",45,"knee",38,33.5145976376586
"rat21",45,"knee",39,34.3875593556038
"rat21",45,"knee",40,30.6960263170479
"rat21",45,"knee",42,32.2936447988629
"rat21",45,"knee",43,33.6968183840783
"rat21",45,"knee",44,33.5754163615913
"rat21",45,"knee",45,30.4850231810217
"rat21",45,"knee",46,33.8235165997925
"rat21",45,"knee",47,32.1345705515004
"rat21",45,"knee",49,35.5141482238885
"rat21",45,"knee",50,26.9416306089605
"rat21",45,"knee",51,31.9970434434295
"rat21",45,"knee",52,27.5559395704342
"rat21",45,"knee",53,33.5273637069519
"rat21",45,"knee",54,32.9439892347256
"rat21",45,"knee",55,32.3868094680063
"rat21",45,"knee",56,33.8428061849421
"rat21",45,"knee",57,33.5734752483841
"rat21",45,"knee",58,30.8075510798171
"rat21",45,"knee",59,30.4926911309082
"rat21",45,"knee",60,35.9443893508919
"rat21",45,"knee",61,30.2707351579991
"rat21",45,"knee",62,33.1913716142811
"rat21",45,"knee",63,32.3488256509404
"rat21",45,"knee",64,33.6656929662337
"rat21",45,"knee",65,32.9625784346209
"rat21",45,"knee",66,30.9375192024408
"rat21",45,"knee",67,32.3927644883029
"rat21",45,"knee",71,30.3172284490275
"rat21",45,"knee",72,33.0854182834956
"rat21",45,"knee",74,27.7899033739923
"rat21",45,"knee",75,31.0610647065042
"rat21",45,"knee",78,35.0465427223301
"rat21",45,"knee",79,33.8503414874549
"rat21",45,"ankle",1,63.8681599548981
"rat21",45,"ankle",2,62.6886730090961
"rat21",45,"ankle",6,64.9546483044308
"rat21",45,"ankle",7,66.611114060624
"rat21",45,"ankle",8,68.8767707825277
"rat21",45,"ankle",10,71.7125434110299
"rat21",45,"ankle",11,73.5331810092256
"rat21",45,"ankle",12,58.8469044878958
"rat21",45,"ankle",13,71.1211949545519
"rat21",45,"ankle",14,74.092150534635
"rat21",45,"ankle",15,71.747546801636
"rat21",45,"ankle",17,72.2982334441821
"rat21",45,"ankle",18,66.9987142653361
"rat21",45,"ankle",20,72.6622846927112
"rat21",45,"ankle",21,75.1370529376008
"rat21",45,"ankle",22,62.7584358782966
"rat21",45,"ankle",23,69.1830070754237
"rat21",45,"ankle",24,63.6285047130922
"rat21",45,"ankle",27,64.6442759755708
"rat21",45,"ankle",28,69.3680264484749
"rat21",45,"ankle",29,63.5985518327228
"rat21",45,"ankle",30,67.4711954435116
"rat21",45,"ankle",31,69.2049539022745
"rat21",45,"ankle",32,66.6174069962428
"rat21",45,"ankle",33,68.8056844380006
"rat21",45,"ankle",35,63.127231263445
"rat21",45,"ankle",36,61.2790676071674
"rat21",45,"ankle",37,59.1978855031852
"rat21",45,"ankle",38,66.568311628073
"rat21",45,"ankle",39,60.3484570932022
"rat21",45,"ankle",40,69.9027171785829
"rat21",45,"ankle",42,68.8179735018994
"rat21",45,"ankle",43,63.3616517880662
"rat21",45,"ankle",44,60.5027271301972
"rat21",45,"ankle",45,68.2596075418897
"rat21",45,"ankle",46,68.4294721812839
"rat21",45,"ankle",47,62.4967423833757
"rat21",45,"ankle",49,64.7722357746265
"rat21",45,"ankle",50,65.012890995477
"rat21",45,"ankle",51,59.2300083167362
"rat21",45,"ankle",52,65.3397534633799
"rat21",45,"ankle",53,67.6228468396071
"rat21",45,"ankle",54,63.436476702763
"rat21",45,"ankle",55,68.592964058394
"rat21",45,"ankle",56,60.8628319753009
"rat21",45,"ankle",57,61.7179762702947
"rat21",45,"ankle",58,66.8986672627191
"rat21",45,"ankle",59,66.537001271272
"rat21",45,"ankle",60,69.6576478336068
"rat21",45,"ankle",61,67.0522928370374
"rat21",45,"ankle",62,67.2156659235135
"rat21",45,"ankle",63,62.4948303429615
"rat21",45,"ankle",64,66.9647211553021
"rat21",45,"ankle",65,63.5951271777539
"rat21",45,"ankle",66,66.2057923863802
"rat21",45,"ankle",67,66.7015898840894
"rat21",45,"ankle",71,56.4112819996244
"rat21",45,"ankle",72,62.8466882088075
"rat21",45,"ankle",74,62.8000826467317
"rat21",45,"ankle",75,67.8565779354805
"rat21",45,"ankle",78,61.2490116574976
"rat21",45,"ankle",79,58.7454849882097
"rat22",-1,"hip",1,46.9347509255656
"rat22",-1,"hip",2,46.3722596178865
"rat22",-1,"hip",3,48.075268885372
"rat22",-1,"hip",4,48.3279380344234
"rat22",-1,"hip",5,46.414115990002
"rat22",-1,"hip",6,47.334252315097
"rat22",-1,"hip",7,51.2269986488796
"rat22",-1,"hip",9,44.7800217465052
"rat22",-1,"hip",10,40.0173266564511
"rat22",-1,"hip",12,46.1805569387974
"rat22",-1,"hip",13,43.1610942833952
"rat22",-1,"hip",14,42.1854318106797
"rat22",-1,"hip",15,39.8575556781265
"rat22",-1,"hip",16,46.190411366115
"rat22",-1,"hip",19,41.9104229175051
"rat22",-1,"hip",20,46.6124063760475
"rat22",-1,"hip",21,45.3852432306259
"rat22",-1,"hip",22,51.0305771021781
"rat22",-1,"hip",23,50.2561081251111
"rat22",-1,"hip",24,51.2254594005907
